relative_path,name,extension,size_bytes,sha256,mtime_utc,copy_suffix,duplicate_of
Machinery_Article/10.17341-gazimmfd.1100151-2360551.pdf,10.17341-gazimmfd.1100151-2360551.pdf,.pdf,892284,509e41fa994464cc9abb721498a34e2c4d73687197b6dbd0f410cd00f82c04db,2026-07-11T18:06:58+00:00,False,
Machinery_Article/10.17341-gazimmfd.337612-341060.pdf,10.17341-gazimmfd.337612-341060.pdf,.pdf,587435,eac0e3307d9f2498b92270aa7010301ca5e571e7999e8657150629faf9de527d,2026-07-11T17:24:36+00:00,False,
Machinery_Article/10.17341-gazimmfd.416423-721407.pdf,10.17341-gazimmfd.416423-721407.pdf,.pdf,979918,92ccde6ece939bf846a6de216e25e612a4975f88ba7aea775f0cfc297bac662c,2026-07-11T16:58:05+00:00,False,
Machinery_Article/10.17341-gazimmfd.416524-721898.pdf,10.17341-gazimmfd.416524-721898.pdf,.pdf,623041,0192432968a05d0cb8d7403697365de1cc5f322e40da9176ff9365e6ed8a0cdb,2026-07-11T18:23:01+00:00,False,
Machinery_Article/10.17341-gazimmfd.460515-725532.pdf,10.17341-gazimmfd.460515-725532.pdf,.pdf,801911,5cde2681a08ab059b6f1f7a7f8979482320f9e143ca240e57cdfaa5b65546490,2026-07-11T18:27:54+00:00,False,
Machinery_Article/10.17341-gazimmfd.537386-666386.pdf,10.17341-gazimmfd.537386-666386.pdf,.pdf,1293438,d418305288e7f34181f325b5e231eaae2154e72a32e61f5972d145bbef67b11f,2026-07-11T17:05:48+00:00,False,
Machinery_Article/10.17341-gazimmfd.571466-740926.pdf,10.17341-gazimmfd.571466-740926.pdf,.pdf,808875,1c78a1f01658b8da36c34edddd8535fc2c5a39fced01c37a966eb43d768a07c2,2026-07-11T18:54:22+00:00,False,
Machinery_Article/10.17341-gazimmfd.668169-911737.pdf,10.17341-gazimmfd.668169-911737.pdf,.pdf,1448807,992dc1a3db1db51ed0c58c2ff062f2d92ca60db5507b05204fe02c0f0c428a67,2026-07-11T18:55:37+00:00,False,
Machinery_Article/10.17341-gazimmfd.881590-1582243.pdf,10.17341-gazimmfd.881590-1582243.pdf,.pdf,3630194,90ae0c7b3b9dda8c94136aa8313429f97733ef1e8ec87621ec18930c473abbc2,2026-07-11T19:04:34+00:00,False,
Machinery_Article/10.17341-gazimmfd.948426-1808882.pdf,10.17341-gazimmfd.948426-1808882.pdf,.pdf,409716,8801f9406820dcb2da21bc5dfd56c956c1c4aea82eaf198c8d026da01c667843,2026-07-11T18:04:37+00:00,False,
Machinery_Article/10.17341-gummfd.40509-225439.pdf,10.17341-gummfd.40509-225439.pdf,.pdf,4273153,d0f16fb403f23d3c5c67f6dd46fb4fd5dffdae2463bf2e4d28d77d3e3fbddd78,2026-07-11T19:01:19+00:00,False,
Machinery_Article/10.17350-HJSE19030000349-4423202.pdf,10.17350-HJSE19030000349-4423202.pdf,.pdf,959776,765842e9230ea3593bbd32272b00d77dbb6e0990f8c545be50e28e3d3f8b531f,2026-07-12T18:09:50+00:00,False,
Machinery_Article/10.17482-uujfe.21390-202741.pdf,10.17482-uujfe.21390-202741.pdf,.pdf,234213,d8beec45eff7ea1b1ed1615fe708fb39d1095181f2bb6fe442a6e265d6a647da,2026-07-12T16:57:30+00:00,False,
Machinery_Article/10.17482-uujfe.55280-202752 (1).pdf,10.17482-uujfe.55280-202752 (1).pdf,.pdf,205615,d595b3e4d72f8ba4265f96dcc7572158dc2bcb5f5121f060f57a768b33a6fe3f,2026-07-25T10:26:10+00:00,True,
Machinery_Article/10.17482-uujfe.55280-202752 (2).pdf,10.17482-uujfe.55280-202752 (2).pdf,.pdf,205615,d595b3e4d72f8ba4265f96dcc7572158dc2bcb5f5121f060f57a768b33a6fe3f,2026-07-25T10:30:02+00:00,True,Machinery_Article/10.17482-uujfe.55280-202752 (1).pdf
Machinery_Article/10.17482-uujfe.55280-202752.pdf,10.17482-uujfe.55280-202752.pdf,.pdf,205615,d595b3e4d72f8ba4265f96dcc7572158dc2bcb5f5121f060f57a768b33a6fe3f,2026-07-25T10:25:29+00:00,False,Machinery_Article/10.17482-uujfe.55280-202752 (1).pdf
Machinery_Article/10.17482-uujfe.74213-202850.pdf,10.17482-uujfe.74213-202850.pdf,.pdf,397912,ef713395a3b066077c412c59c977e705332092561d6934900139433e5842c2f3,2026-07-11T19:07:29+00:00,False,
Machinery_Article/10.17482-uumfd.301128-819642.pdf,10.17482-uumfd.301128-819642.pdf,.pdf,1368312,141279c5bad10de50c11a80dae58e516989330a5424772073a933ee30f4b9db9,2026-07-11T17:58:24+00:00,False,
Machinery_Article/10.17671-gazibtd.383339-564165.pdf,10.17671-gazibtd.383339-564165.pdf,.pdf,1883232,7d285c2441326e867d802d5caf5173ad718a53403cb469c2727733fcb68b6a9d,2026-07-25T09:20:17+00:00,False,
Machinery_Article/10.17776-csj.363671-379494 (1).pdf,10.17776-csj.363671-379494 (1).pdf,.pdf,899635,709576ba2daafe06fc2f0e5f005c936b7555edf48814a35d1c75e0179e740ecd,2026-07-12T18:06:10+00:00,True,
Machinery_Article/10.17776-csj.363671-379494 (2).pdf,10.17776-csj.363671-379494 (2).pdf,.pdf,899635,709576ba2daafe06fc2f0e5f005c936b7555edf48814a35d1c75e0179e740ecd,2026-07-12T18:06:18+00:00,True,Machinery_Article/10.17776-csj.363671-379494 (1).pdf
Machinery_Article/10.17776-csj.363671-379494.pdf,10.17776-csj.363671-379494.pdf,.pdf,899635,709576ba2daafe06fc2f0e5f005c936b7555edf48814a35d1c75e0179e740ecd,2026-07-11T16:56:16+00:00,False,Machinery_Article/10.17776-csj.363671-379494 (1).pdf
Machinery_Article/10.17798-bitlisfen.1130044-2483515 (1).pdf,10.17798-bitlisfen.1130044-2483515 (1).pdf,.pdf,1341819,329a4d2051620adc8194ddff82ef6215996f1c8ff53334f931db82e9ea2e001c,2026-07-12T18:05:28+00:00,True,
Machinery_Article/10.17798-bitlisfen.1130044-2483515.pdf,10.17798-bitlisfen.1130044-2483515.pdf,.pdf,1341819,329a4d2051620adc8194ddff82ef6215996f1c8ff53334f931db82e9ea2e001c,2026-07-12T18:05:17+00:00,False,Machinery_Article/10.17798-bitlisfen.1130044-2483515 (1).pdf
Machinery_Article/10.17798-bitlisfen.780738-1241319.pdf,10.17798-bitlisfen.780738-1241319.pdf,.pdf,771755,8199a4e0d4abadf1481913e19718a92f65e551b957e279695c91c3506f95ac11,2026-07-11T17:02:41+00:00,False,
Machinery_Article/10.17798-bitlisfen.845447-1463508.pdf,10.17798-bitlisfen.845447-1463508.pdf,.pdf,1318486,7d282c7651d64083cc489992bc086caaa2f11e83d1a4595ff4d5a7112047a72c,2026-07-11T19:00:26+00:00,False,
Machinery_Article/10.18185-erzifbed.312384-387615.pdf,10.18185-erzifbed.312384-387615.pdf,.pdf,890966,496ed4fc9c8376f9050aa2410480937169b6990c2359169f7ff4756e6467e108,2026-07-12T17:08:15+00:00,False,
Machinery_Article/10.18185-erzifbed.461223-677635.pdf,10.18185-erzifbed.461223-677635.pdf,.pdf,784086,f2d3d4e5bc442431f87ce98a9f9c7ac501a131a2905742d940336dbe4b2a0829,2026-07-11T18:27:33+00:00,False,
Machinery_Article/10.18185-eufbed.31555-68482 (1).pdf,10.18185-eufbed.31555-68482 (1).pdf,.pdf,713968,cfd0445edc8f9a17330f1ffacfe01c7939b177a9dbb2b24a0074582fd7194b91,2026-07-11T16:57:17+00:00,True,
Machinery_Article/10.18185-eufbed.31555-68482 (2).pdf,10.18185-eufbed.31555-68482 (2).pdf,.pdf,713968,cfd0445edc8f9a17330f1ffacfe01c7939b177a9dbb2b24a0074582fd7194b91,2026-07-11T16:57:24+00:00,True,Machinery_Article/10.18185-eufbed.31555-68482 (1).pdf
Machinery_Article/10.18185-eufbed.31555-68482 (3).pdf,10.18185-eufbed.31555-68482 (3).pdf,.pdf,713968,cfd0445edc8f9a17330f1ffacfe01c7939b177a9dbb2b24a0074582fd7194b91,2026-07-11T17:23:41+00:00,True,Machinery_Article/10.18185-eufbed.31555-68482 (1).pdf
Machinery_Article/10.18185-eufbed.31555-68482.pdf,10.18185-eufbed.31555-68482.pdf,.pdf,713968,cfd0445edc8f9a17330f1ffacfe01c7939b177a9dbb2b24a0074582fd7194b91,2026-07-11T16:56:57+00:00,False,Machinery_Article/10.18185-eufbed.31555-68482 (1).pdf
Machinery_Article/10.19113-sdufbed.72984-267016.pdf,10.19113-sdufbed.72984-267016.pdf,.pdf,891393,51b651434ab9e72db0c125f06b8cc5aa1f3b192e3faae730704feb389d950b92,2026-07-12T18:15:12+00:00,False,
Machinery_Article/10.19113-sdufenbed.1134161-2500620 (1).pdf,10.19113-sdufenbed.1134161-2500620 (1).pdf,.pdf,1984756,11e101799e03305bb6d8a28a1fcdcade3b120878a190008232426b71c8d09811,2026-07-25T09:31:33+00:00,True,
Machinery_Article/10.19113-sdufenbed.1134161-2500620 (2).pdf,10.19113-sdufenbed.1134161-2500620 (2).pdf,.pdf,1984756,11e101799e03305bb6d8a28a1fcdcade3b120878a190008232426b71c8d09811,2026-07-25T10:31:07+00:00,True,Machinery_Article/10.19113-sdufenbed.1134161-2500620 (1).pdf
Machinery_Article/10.19113-sdufenbed.1134161-2500620.pdf,10.19113-sdufenbed.1134161-2500620.pdf,.pdf,1984756,11e101799e03305bb6d8a28a1fcdcade3b120878a190008232426b71c8d09811,2026-07-25T09:30:29+00:00,False,Machinery_Article/10.19113-sdufenbed.1134161-2500620 (1).pdf
Machinery_Article/10.21205-deufmd.2022247023-1617671.pdf,10.21205-deufmd.2022247023-1617671.pdf,.pdf,1439960,48423a028e048eb4fc820e040c3e98738273f37027d7f826b448af0fdbf2840f,2026-07-11T18:25:11+00:00,False,
Machinery_Article/10.21541-apjes.515667-785194.pdf,10.21541-apjes.515667-785194.pdf,.pdf,1695180,aba9cc7a31632a96eb9f20f16e7ec91cbb12df0a25af1fc525a22daf4eba9107,2026-07-11T18:00:43+00:00,False,
Machinery_Article/10.21541-apjes.547749-928450.pdf,10.21541-apjes.547749-928450.pdf,.pdf,398380,b3e176fa7279bd0ba2a57e65db96ddbb901a57d251953e5b9a78c0b804641781,2026-07-12T17:03:52+00:00,False,
Machinery_Article/10.21541-apjes.601867-1111131.pdf,10.21541-apjes.601867-1111131.pdf,.pdf,688606,20939c8232dba2746c5310dbe8c701b452cfb52bc6e7b212594de3bd8ee0c339,2026-07-11T17:44:41+00:00,False,
Machinery_Article/10.21541-apjes.629374-1111214.pdf,10.21541-apjes.629374-1111214.pdf,.pdf,941283,a00a392b0a3bb9c9dd21f5cfa6a0af429297574f9855a0ac68dc3878aba70a46,2026-07-11T18:37:37+00:00,False,
Machinery_Article/10.21541-apjes.741439-1115618.pdf,10.21541-apjes.741439-1115618.pdf,.pdf,1064809,481cfc13a4192a0587b6dfe341c2516ca46141320cb450b5820b8ba3126b4934,2026-07-12T16:55:22+00:00,False,
Machinery_Article/10.21597-jist.697433-990280.pdf,10.21597-jist.697433-990280.pdf,.pdf,810420,f7b59d009b9c00f02783685da51cf2c0c8d17dded2828b496ebb558a2102ae33,2026-07-12T17:05:08+00:00,False,
Machinery_Article/10.21597-jist.736802-1101695.pdf,10.21597-jist.736802-1101695.pdf,.pdf,904918,05dec1e63f90157187bcc2e73dff485cbe1bb0a80d564a6c9910f14d16c23074,2026-07-12T17:20:46+00:00,False,
Machinery_Article/10.21605-cukurovaumfd.1146582-2549675.pdf,10.21605-cukurovaumfd.1146582-2549675.pdf,.pdf,468659,509039a0ed59049becda986577a35fd8efce45290f72c7078be944bdaf4a4fe6,2026-07-11T18:00:21+00:00,False,
Machinery_Article/10.21605-cukurovaumfd.1771047-5181383.pdf,10.21605-cukurovaumfd.1771047-5181383.pdf,.pdf,1427901,dd0bddac9d3578fd10a0c743534de42a37421d6af45bd7cfe49c1490ad7a79e2,2026-07-11T18:22:13+00:00,False,
Machinery_Article/10.21923-jesd.1070951-2243707.pdf,10.21923-jesd.1070951-2243707.pdf,.pdf,1000962,32f8254f7d58f5e8677ccb777274f582899a330b3c226bd1cc1eae6ce1665f8c,2026-07-11T17:11:24+00:00,False,
Machinery_Article/10.21923-jesd.434370-740584.pdf,10.21923-jesd.434370-740584.pdf,.pdf,988497,daabf5b4fb781fcaae1a0736e2265bcf37b0be2fe5ee6d44e0d4506f270f0db4,2026-07-11T17:00:31+00:00,False,
Machinery_Article/10.2339-politeknik.1215548-2816774.pdf,10.2339-politeknik.1215548-2816774.pdf,.pdf,1721383,ecf93b06145f76beb1584c28524c466e915c7db7907aa1297308c952d8206b7f,2026-07-25T10:31:57+00:00,False,
Machinery_Article/10.2339-politeknik.1342932-3331364.pdf,10.2339-politeknik.1342932-3331364.pdf,.pdf,1084574,846380fbc9fbb81770ce2dc5076a49677ab211a56f9f4e9164079530db05e175,2026-07-12T16:58:44+00:00,False,
Machinery_Article/10.2339-politeknik.417764-461919 (1).pdf,10.2339-politeknik.417764-461919 (1).pdf,.pdf,1620456,035aa289a7099bdd4ab0d0c868afffafa813b3c1c88fa0e294be41915f228932,2026-07-12T17:07:27+00:00,True,
Machinery_Article/10.2339-politeknik.417764-461919 (2).pdf,10.2339-politeknik.417764-461919 (2).pdf,.pdf,1620456,035aa289a7099bdd4ab0d0c868afffafa813b3c1c88fa0e294be41915f228932,2026-07-12T17:07:35+00:00,True,Machinery_Article/10.2339-politeknik.417764-461919 (1).pdf
Machinery_Article/10.2339-politeknik.417764-461919.pdf,10.2339-politeknik.417764-461919.pdf,.pdf,1620456,035aa289a7099bdd4ab0d0c868afffafa813b3c1c88fa0e294be41915f228932,2026-07-12T17:07:20+00:00,False,Machinery_Article/10.2339-politeknik.417764-461919 (1).pdf
Machinery_Article/10.2339-politeknik.426106-745948.pdf,10.2339-politeknik.426106-745948.pdf,.pdf,1533384,a366888730e5cbfa7385de1988fb0697c0a80905e01db750d69c882c64bbb214,2026-07-11T17:17:21+00:00,False,
Machinery_Article/10.2339-politeknik.479345-598158.pdf,10.2339-politeknik.479345-598158.pdf,.pdf,906582,19777396ff26dab89587fd500032ec0e60642f509969819dedb654f42d9bcd63,2026-07-12T17:03:08+00:00,False,
Machinery_Article/10.2339-politeknik.523697-643710 (1).pdf,10.2339-politeknik.523697-643710 (1).pdf,.pdf,878748,19e8405d728d32036f0dd4975a1662e23ceae7949373791e5c67642ac5572bfb,2026-07-12T18:02:44+00:00,True,
Machinery_Article/10.2339-politeknik.523697-643710.pdf,10.2339-politeknik.523697-643710.pdf,.pdf,878748,19e8405d728d32036f0dd4975a1662e23ceae7949373791e5c67642ac5572bfb,2026-07-11T17:17:55+00:00,False,Machinery_Article/10.2339-politeknik.523697-643710 (1).pdf
Machinery_Article/10.2339-politeknik.550000-851080.pdf,10.2339-politeknik.550000-851080.pdf,.pdf,4970445,a7ae6b983b7327d53b4c45d9fe5cbf49d6723aa531c614e587e65e6e420afba4,2026-07-11T18:30:22+00:00,False,
Machinery_Article/10.2339-politeknik.586036-811282 (1).pdf,10.2339-politeknik.586036-811282 (1).pdf,.pdf,858632,b6b28f4ef6faaa36827206684d8bcab917b401b701ba69141908874671809a67,2026-07-12T16:56:40+00:00,True,
Machinery_Article/10.2339-politeknik.586036-811282.pdf,10.2339-politeknik.586036-811282.pdf,.pdf,858632,b6b28f4ef6faaa36827206684d8bcab917b401b701ba69141908874671809a67,2026-07-12T16:56:09+00:00,False,Machinery_Article/10.2339-politeknik.586036-811282 (1).pdf
Machinery_Article/10.2339-politeknik.706532-1041646 (1).pdf,10.2339-politeknik.706532-1041646 (1).pdf,.pdf,1256473,8e3bf4cef08799ae19b0043ec6268592f80b230f2cdeeed554e9192df166979f,2026-07-12T16:57:11+00:00,True,
Machinery_Article/10.2339-politeknik.706532-1041646.pdf,10.2339-politeknik.706532-1041646.pdf,.pdf,1256473,8e3bf4cef08799ae19b0043ec6268592f80b230f2cdeeed554e9192df166979f,2026-07-12T16:57:06+00:00,False,Machinery_Article/10.2339-politeknik.706532-1041646 (1).pdf
Machinery_Article/10.2339-politeknik.706605-1037973.pdf,10.2339-politeknik.706605-1037973.pdf,.pdf,1192247,b7a22d9778f08776798e91e1590c48af570ffffcaedaa40ce8c15cd5b98641bd,2026-07-12T16:59:44+00:00,False,
Machinery_Article/10.2339-politeknik.892146-1621456.pdf,10.2339-politeknik.892146-1621456.pdf,.pdf,1202767,8a527c99a42f8e83bccc25d69b4953d43923ce572664d208b084a1b342340f6c,2026-07-12T16:53:09+00:00,False,
Machinery_Article/10.24012-dumf.1289356-3110169.pdf,10.24012-dumf.1289356-3110169.pdf,.pdf,657052,ad7bed0f8ea1a29f3a4f5cbac89bd6d9acf46c6a083ca9c638aa8eb65635d67c,2026-07-12T16:47:04+00:00,False,
Machinery_Article/10.24012-dumf.1563430-4272237.pdf,10.24012-dumf.1563430-4272237.pdf,.pdf,1016328,70002874f4fb2603028820488b5c3de3ce70850662414bc6ea68bd0f44bd64f4,2026-07-12T16:52:38+00:00,False,
Machinery_Article/10.24012-dumf.500525-1024277.pdf,10.24012-dumf.500525-1024277.pdf,.pdf,480755,c4eb569734e5aa7ebe9952aad6b23cd85a5d53325b60c66401ae29afef8365f3,2026-07-11T17:54:06+00:00,False,
Machinery_Article/10.24012-dumf.708814-1020271.pdf,10.24012-dumf.708814-1020271.pdf,.pdf,999619,87760273752431b3cd4ac4293615c2210663daced9f9d4f108fad3ca98698f0e,2026-07-11T18:06:25+00:00,False,
Machinery_Article/10.26701-ems.1724270-4978698.pdf,10.26701-ems.1724270-4978698.pdf,.pdf,1467598,01e8ba4a34686040c7ca459119ca40b73c04983cd4700674bcd8ff6ac77672db,2026-07-12T18:18:34+00:00,False,
Machinery_Article/10.28948-ngumuh.1054913-2180800.pdf,10.28948-ngumuh.1054913-2180800.pdf,.pdf,1153231,476662dd31b6f8decc356c08a1129e019ddb8597d92fe5855b43a445d874ffac,2026-07-11T17:21:11+00:00,False,
Machinery_Article/10.28948-ngumuh.1224589-2853866.pdf,10.28948-ngumuh.1224589-2853866.pdf,.pdf,1149775,ca7559e013bec2aa0715bbf901025bb3cc6e1c23ca912ad6bfa519946ad4d9a6,2026-07-11T19:15:01+00:00,False,
Machinery_Article/10.28948-ngumuh.1321748-3239664.pdf,10.28948-ngumuh.1321748-3239664.pdf,.pdf,993731,8b7b8da07cd7e718924e4dca17488ed91923fd28179b22df4bce2f6f1994696f,2026-07-11T17:13:16+00:00,False,
Machinery_Article/10.28948-ngumuh.1335448-3298553.pdf,10.28948-ngumuh.1335448-3298553.pdf,.pdf,1644167,b8dd0efc036928e38296e3d0546e94841a467242cdb0237176659470e5110cf5,2026-07-11T18:26:07+00:00,False,
Machinery_Article/10.28948-ngumuh.1525630-4111806.pdf,10.28948-ngumuh.1525630-4111806.pdf,.pdf,1291535,a46d9d172d8bc1c4587fdf0bee2ceb5aef1beb156a18e10b81a671f2530323e4,2026-07-11T18:47:09+00:00,False,
Machinery_Article/10.28948-ngumuh.1649015-4650513.pdf,10.28948-ngumuh.1649015-4650513.pdf,.pdf,1098788,1778a8c6a7f6b1e1050042a20b1586817ae305a99cc0a0147ee70b25b1d13bcf,2026-07-11T17:28:32+00:00,False,
Machinery_Article/10.29109-gujsc.1047057-2156869.pdf,10.29109-gujsc.1047057-2156869.pdf,.pdf,1258848,79d0b2ea9ff3ab878559357e18999bf6a90e0785d8e399e622282f3a8a2adb29,2026-07-12T18:16:35+00:00,False,
Machinery_Article/10.29109-gujsc.1439278-3738283.pdf,10.29109-gujsc.1439278-3738283.pdf,.pdf,1146608,9eb0e515bd53345d87633575b1cb173e9e497f00e51e4cea4157e85150e2657f,2026-07-12T17:22:45+00:00,False,
Machinery_Article/10.29109-gujsc.1643768-4627003.pdf,10.29109-gujsc.1643768-4627003.pdf,.pdf,1929639,5aa122939df9d93af194d93d446aa0d5eaec56ea0e39545b10da350253d8527e,2026-07-11T19:06:31+00:00,False,
Machinery_Article/10.29109-gujsc.1767352-5163916.pdf,10.29109-gujsc.1767352-5163916.pdf,.pdf,2032920,1ad3d34ddfff0eb27c179565d5cd162790777121b543cd18fb831b72450aa9cd,2026-07-12T17:06:46+00:00,False,
Machinery_Article/10.29109-gujsc.727746-1073700.pdf,10.29109-gujsc.727746-1073700.pdf,.pdf,1231659,8140d3e74cd6a74ef95dd94096194993ddaa366608232f20ad130513dc9f07dd,2026-07-11T17:55:38+00:00,False,
Machinery_Article/10.29109-http-gujsc-gazi-edu-tr.330370-435151.pdf,10.29109-http-gujsc-gazi-edu-tr.330370-435151.pdf,.pdf,1176505,bdb84076b3b2e525e0e23a9f0ee62ddb9a09b388cf207b69768b23ca543d4259,2026-07-11T18:57:47+00:00,False,
Machinery_Article/10.29130-dubited.1087895-2309902.pdf,10.29130-dubited.1087895-2309902.pdf,.pdf,503849,5f8613a83daa4891c86e1d8914484415267edca458b5a01848526767c62ccc22,2026-07-12T18:05:48+00:00,False,
Machinery_Article/10.29130-dubited.1151275-2566689.pdf,10.29130-dubited.1151275-2566689.pdf,.pdf,1102399,5a2d8315bfcd2e38191e92e064eacd1646191db41563d7b58333df2313d547a4,2026-07-12T18:19:36+00:00,False,
Machinery_Article/10.29130-dubited.1173170-2641803.pdf,10.29130-dubited.1173170-2641803.pdf,.pdf,1199007,b5a63627749612e24125cbf748e00d09003617112066baba81433693196cef21,2026-07-11T18:44:49+00:00,False,
